분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,지방자치인재개발원의 교육운영 및 시설 확충,계속사업,Y,N,N,N,N,N,N,국가,,"8,341,000천원",지방자치인재개발원교육환경개선유지,지방자치인재개발원교육환경개선유지,"5,350,000천원",지방자치인재개발원교육운영,"875,000천원",지방자치인재개,"887,000천원",외국지방공무원교육운영(ODA),"369,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,8341000,44.0,C급_정책참고
,미래 문화콘텐츠 산업을 선도할 핵심기술 개발,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한국콘텐츠진흥원",,"84,144,000천원",저작권 인식제고,CT기반조성(R&D),"3,450,000천원",저작권 인식제고,"53,934,000천원",문화기술 연구개발(R&D),"83,200,000천원",문화체육관광 R&D 기획평가관리사업(R&D),"3,941,000천원",K-Culture 글로벌 스타트업 육성 기술개발(R&D),"9,275,000천원",인공지능 기반 공연예술 안전환경 구축 핵심기술개발(R&D,"6,400,000천원",문화기술 전문인력양성(R&D),"6,900,000천원",문화공간 AX 전환을 위한 차세대 Culture Tech 기술개발(,"5,200,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,84144000,44.0,C급_정책참고
,방송영상콘텐츠 산업 육성을 위한 제작 지원 및 광고산업 활성화 하는 사업,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",15억원,"251,135,000천원",방송영상콘텐츠 산업 육성,방송영상콘텐츠 산업 육성,"91,566,000천원",국제방송 지원,"25,848,000천원",광고산업 활성화,"2,468,000천원",출판산업육성,"48,591,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,251135000,44.0,C급_정책참고
,출판문화산업 경쟁력 강화를 위해 출판 산업을 지원하는 사업,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간",8억원,"251,135,000천원",출판산업 활성화,출판산업 활성화,"48,591,000천원",275) 창의적문화정책구현,"251,135,000천원",인문 진흥,"33,211,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,251135000,44.0,C급_정책참고
,"국가유산 교육활용 진흥, 국가유산 사회적 기업 육성, 국가유산 방 문자센터 건립, 진흥원 지원 등",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",317.94억원,"619,120,000천원",국가유산 교육활용 진흥,국가유산 교육활용 진흥,"63,443,000천원",국가유산진흥원지원,"20,876,000천원",국가유산 사회적 기업 육성,"360,000천원",국가유산 방문자센터 건립,"180,000천원",국제교류및세계,"75,815,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),교육/인재양성,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,619120000,44.0,C급_정책참고
,"양산 통도사 문화공간 건립, 고도 보존 및 육성",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체 6. 지방비매칭  298.72억원",298.72억원,"6,487,141,000천원",양산 통도사 문화공간 건립,양산 통도사 문화공간 건립,"3,000,000천원",고도 보존 및 육성,"31,679,000천원",지역지원계정 세 출 합 계,"34,679,000천원",000 -,271천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,6487141000,44.0,C급_정책참고
,해운물류 산업 지원 및 육성,계속사업,Y,N,Y,N,N,N,N,"국가, 민간",,"109,048,000천원",관공선건조 및 운영,관공선건조 및 운영,"22,578,000천원",전환교통지원,"2,700,000천원",국가필수선대제도 운영,"8,208,000천원",연안선박현대화 지원,"19,465,000천원",도서지역 해상교,"8,540,000천원",해운물류전문인력양성지원,"2,613,000천원",크루즈산업 활성화 지원,"998,000천원",친환경 항만하역장비 구축 지원,"368,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,109048000,44.0,C급_정책참고
,연근해어업구조조정 및 어선현대화 등,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",135억원,"868,912,000천원",지역균형발전특별회계 전출(지역자율계정),연근해어선감척(지자체),"196,664,000천원",어항기반시설조,"404,737,000천원",안전복지형연근해어선기반구축,"2,277,000천원",어선거래제도 운영,"400,000천원",어선청년임대,"2,045,000천원",감척어선공공활용,"3,045,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,868912000,44.0,C급_정책참고
,산림복지서비스 제공,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  3.92억원",3.92억원,"116,621,000천원",산림휴양등산증진,산림휴양등산증진,"20,281,000천원",산림생태보전(일,"29,696,000천원",산림교육치유활성화,"11,631,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),복지/보건,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,116621000,44.0,C급_정책참고
,온실가스 감축을 위한 탄소흡수원으로 난대수종 발굴 육성,계속사업,Y,N,Y,N,N,N,N,국가,,"988,101,000천원",국립난대수목원 조성,국립난대수목원 조성,"6,349,000천원",관(부문),202천원,한국수목원관리,"56,002,000천원",6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),4천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),기타,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,988101000,44.0,C급_정책참고
,"여성, 장애인 기업 육성 및 사회적 경제기업 성장 지원",계속사업,Y,N,Y,Y,N,N,N,"국가, 민간",,"147,019,000천원",여성기업육성,여성기업육성,"10,437,000천원",중소기업종합상,"11,066,000천원",장애인기업육성,"13,601,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,147019000,44.0,C급_정책참고
,"저소득 지역가입자를 대상으로 한 연금보험료 지원, 사회보장협정 추진 등 국민연금제도 운영 전반",계속사업,Y,N,N,N,N,N,N,국가,,"94,466,000천원",국립재활원(손익계정) 전출,저소득 지역가입자 보험료 지원,"82,367,000천원",일반회계 전출,"11,769,000천원",연금정책사업관리,"330,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,94466000,44.0,C급_정책참고
,국내 의료서비스 산업 육성지원을 통한 국제경쟁력 강화,계속사업,Y,Y,Y,N,N,N,Y,"국가, 민간",112억원,"301,725,000천원",해외환자 유치 지원,해외환자 유치 지원,"5,911,000천원",의료시스템 수출 지원,"9,390,000천원",보건산업진흥,"301,725,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,301725000,44.0,C급_정책참고
,"지자체가 지역특성, 수요에 맞는 사회서비스를 직접 제공하여 일 자리 창출",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",187억원,"903,925,000천원",지역자율형 사회서비스 투자사업,지역자율형 사회서비스 투자사업,"43,607,000천원",사회복지전달체,"179,333,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,903925000,44.0,C급_정책참고
,"식품, 의약품, 의료기기 등 허가심사의 기반사업 구축을 통한 허가 심사 안전성 제고",계속사업,Y,N,N,N,N,N,N,국가,,"8,962,000천원",허가심사 안전성,식품 등 안전관리(R&D),"28,854,000천원",의약품 등 안전관리(R&D),"23,464,000천원",허가심사 안전성,"8,962,000천원",의료기기 등 안전관리(R&D),"5,174,000천원",안전성 평가기술 개발연구(R&D),"25,748,000천원",차세대 의료제품 평가기반 구축(R&D),"3,635,000천원",연구개발사업 관리(R&D),"4,046,000천원",농축수산 안전관리(R&D),"16,249,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,8962000,44.0,B급_간접관련
,분야별 안전관리 강화를 위한 행정 지원,계속사업,Y,N,Y,N,N,N,N,"국가, 식품산업협회 등",,"756,937,000천원",식품관리운영,식품관리운영,"1,660,000천원",의약품관리운영,"586,000천원",바이오생약 관리운영,"200,000천원",의료기기관리운영,"441,000천원",안전평가원 관리운영,"11,794,000천원",위해사범중앙조사단운영,"1,873,000천원",식의약 법무통계 관리운영,"666,000천원",청사관리운영,"2,439,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,756937000,44.0,C급_정책참고
,환경피해발생에 따른 분쟁조정,계속사업,Y,Y,N,N,N,N,Y,국가,100억원,"3,035,718,000천원",환경피해평가방법 및 배상기준표준화,환경피해평가방법 및 배상기준표준화,"457,000천원",환경피해조사 및 피해구제,"1,991,000천원",재해대책,"50,000,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),정책/제도,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,3035718000,44.0,C급_정책참고
,환경위해 관리,계속사업,Y,N,N,Y,N,N,N,국가,,"161,730,000천원",석면안전관리,석면안전관리,"2,961,000천원",환경보건종합정보시스템 구축운영(정보화),"1,711,000천원",환경피해 사후관,"22,771,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),운영/관리,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,161730000,44.0,C급_정책참고
,환경성평가 및 영향평가제도 운영관리,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 국립공원공단 등",189억원,"152,674,000천원",국립공원 및 지질공원사업,국립공원 및 지질공원사업,"126,915,000천원",국토환경관리,"2,860,000천원",자연생태 복원,"41,866,000천원",생태계 보전지역 관리,"187,000천원",생물자원보전 종합대책,"24,862,000천원",국립공원공단출연,"258,998,000천원",야생동식물보호 및 관리,"42,743,000천원",국토환경정보화기반구축(정보화),"4,750,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),운영/관리,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,152674000,44.0,C급_정책참고
,"ILO 국제부담금, ILO협력사업, OECD공동연구사업, 국제성인역량조 사, 개도국 고용노동분야 정책 컨설팅",계속사업,Y,Y,N,Y,N,N,Y,"국가, 한국산업인력공단 등",69.6억원,"57,464,000천원",고용노동국제협력및통상협상대응,ILO분담금(ODA),"18,358,000천원",고용노동국제협력및통상협상대응,"1,215,000천원",개도국고용노동분야개발협력(ODA),"8,599,000천원",외국인력관리지,"11,499,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,57464000,44.0,C급_정책참고
,"고용허가제 운영 등 외국인취업관리, 외국인력상담센터 운영, 외국 인근로자 지역정착 지원",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",69.6억원,"57,464,000천원",외국인근로자고용관리,외국인근로자고용관리,"11,499,000천원",산업안전감독행,"57,464,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),410천원,0 산업재해예방,"57,464,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,57464000,44.0,C급_정책참고
,"해외건설수주 기업활동 지원, 전문인력양성",계속사업,Y,N,N,Y,N,N,N,"국가, 한국해외인프라도시개발지원공사",,"92,819,000천원",해외인프라시장개척,해외인프라시장개척,"56,490,000천원",국제개발협력사업 지원(ODA),"32,956,000천원",국토안전관리원,"92,819,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,92819000,44.0,C급_정책참고
,농촌경제 및 농촌사회발전 종합 조사 연구,계속사업,N,N,N,Y,N,N,N,한국농촌경제연구원,,"39,114,000천원",한국법제연구원,한국농촌경제연구원(R&D),"22,919,000천원",한국법제연구원,"17,898,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,출연,농림축산식품부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[20]2026년도 성과계획서_농림축산식품부.pdf,No,,0.0,0,,0.0,0,39114000,43.199999999999996,C급_정책참고
,계획공모형 지역관광개발사업 등,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 한국문화관광연구원",67.17억원,"32,100,000천원",관광자원 기반조성,관광자원 기반조성,"9,897,000천원",관광인프라 조성,"32,100,000천원",4200 국내관광활성화,"32,100,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 민간보조, 지방비매칭",문화체육관광부,대규모(1000억원 이상),R&D/연구개발,지역특화,관민협력(3자),매칭가능,[19]2026년도 성과계획서_문화체육관광부.pdf,No,,0.0,0,,0.0,0,32100000,43.199999999999996,C급_정책참고
,지역 농산업의 부가가치를 증진시켜 농가소득 증대 및 지역농산업 활성화,계속사업,Y,Y,N,N,N,N,Y,지자체,96.24억원,"38,853,000천원",신기술보급사업(,신기술보급사업(,"38,853,000천원",지역지원),"9,624,000천원",2100 농업신기술 보급,"38,853,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,38853000,42.0,C급_정책참고
,방송통신서비스 이용자 권익보호 및 공정경쟁 환경조성,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한국인터넷진흥원 등",,"52,178,000천원",기타재산이자수입,방송통신 이용자 보호 환경조성,"2,338,000천원",방송통신시장 조사분석,"2,401,000천원",방송인프라지원,"6,624,000천원",안전한위치정보이용환경조성(정보화),"183,000천원",불법스팸대응체계구축(정보화),"3,304,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조, 출연",과학기술정보통신부,대규모(1000억원 이상),기타,전국단위,관민협력(2자),매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,52178000,41.6,C급_정책참고
,소방교육 강화를 통한 정예 소방대원 육성,계속사업,Y,N,N,Y,N,N,N,"국가, 한국산업기술평가관리원, 국립소방연구원 등",,"52,280,000천원",난접근성특수화재진화를위한고기능성소화탄및무인능동진,소방현장활동지원 기술개발(R&D),"5,603,000천원",난접근성특수화재진화를위한고기능성소화탄및무인능동진,"1,000,000천원",소방구급서비스 스마트첨단기술개발(R&D),"2,000,000천원",전기기반모빌리티 관련시설 및 부품화재대응 기술개발(R&,"7,900,000천원",소방대응력 강화를 위한 장비기술 개발(R&D),"3,000,000천원",소방현장 인명피해 예방 및 저감 기술개발(R&D),"3,700,000천원",소방교육강화,"11,424,000천원",소방안전 현장활용 기술개발(R&D),"1,800,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,산업통상자원부,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,52280000,41.6,C급_정책참고
,"중견기업 해외마케팅, 수출 지원",계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한국산업기술진흥원 등",,"83,812,000천원",전시산업경쟁력강화지원사업,전시산업경쟁력강화지원사업,"6,450,000천원",무역구제지원,"1,722,000천원",관세피해업종 이차보전 지원,"2,858,000천원",수출경쟁력 강화지원,"41,404,000천원",수출지원기반활용,"181,074,000천원",세계엑스포참가지원,"14,048,000천원",해외진출기반구축,"746,000천원",대한무역투자진흥공사,"340,129,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,산업통상자원부,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,83812000,41.6,C급_정책참고
,"유통되는 생활제품의 안전기준 부합여부 확인, 제품안전관리시스 템 운영, 수입제품안전관리 등",계속사업,Y,N,Y,Y,N,N,N,"국가, 산업기술기획평가원 등",,"73,571,000천원",제품시장감시역량강화,제품시장감시역량강화,"4,374,000천원",안전제도기반조성,"1,635,000천원",제품사고조사및수입제품안전관리,"1,474,000천원",무역기술장벽대,"9,076,000천원",어린이제품안전관리생태계조성,"1,272,000천원",제품 위해성평가 및 안전관리,"589,000천원",한국제품안전관리원지원,"7,646,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 출연",산업통상자원부,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,73571000,41.6,C급_정책참고
,건설CALS 추진으로 생산성 및 효율성 제고,계속사업,Y,N,N,Y,N,N,N,"국가, 한국건설기술연구원",,"7,184,000천원",건설사업정보시스템(정보화),SOC안전정보시스템(정보화),"3,993,000천원",건설사업정보시스템(정보화),"2,223,000천원",기반시설통합관리시스템구축(정보화),"633,000천원",건축정보화(정보,"7,184,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,7184000,41.6,B급_간접관련
,항공산업의 저변 확대 및 활성화 촉진,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 한국교통공단 등",10억원,"90,319,000천원",항공산업발전지원,항공산업발전지원,"1,642,000천원",인천공항 해안경계보강사업비 대납금상환,"15,000,000천원",드론 종합 인프라 구축 및 운영,"19,477,000천원",드론 안전 및 활성화 지원,"24,731,000천원",도심항공교통산업활성화지원,"7,223,000천원",항공사고조사체,"5,212,000천원",국립항공박물관운영,"13,183,000천원",민간중소형드론개발및군실증협업사업,"4,000,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,Yes,산업단지지원(일반),0.975,975,불일치,92534.87,111,90319000,41.6,C급_정책참고
,안전하고 쾌적한 환경에서 보육서비스를 제공할 수 있도록 노후 어린이집 환경개선,계속사업,N,Y,N,N,N,N,Y,지자체,84.9억원,"233,255,000천원",기타이자수입및재,어린이집 기능보강 사업(자율),"8,492,000천원",지역자율계정 세 출 합 계,"8,492,000천원",000 -,38천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,233255000,40.0,C급_정책참고
,안전하고 쾌적한 환경에서 보육서비스를 제공할 수 있도록 노후 어린이집 환경개선,계속사업,N,Y,N,N,N,N,Y,지자체,84.9억원,"224,482,000천원",어린이집 기능보강 사업(자율),어린이집 기능보강 사업(자율),"8,492,000천원",지역자율계정 세 출 합 계,"8,492,000천원",000 -,38천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,224482000,40.0,C급_정책참고
,전문과학관 건립 등을 통한 과학기술문화창달,계속사업,N,Y,N,Y,N,N,Y,지자체,105억원,"159,166,000천원",지역자율계정 세 출 합 계,소재분야),"6,000,000천원",항공우주분야),"4,505,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업) 지역자율계정 세 출 합 계,"158,659,000천원",000 -,165천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 출연, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,159166000,40.0,C급_정책참고
,아시아 및 태평양지역 국가원조,계속사업,N,N,N,Y,N,N,N,한국국제협력단,,"249,882,000천원",아프리카지역 국,베트남(ODA),"50,094,000천원",인도네시아(ODA),"18,566,000천원",아프리카지역 국,"249,882,000천원",캄보디아(ODA),"24,147,000천원",필리핀(ODA),"27,632,000천원",방글라데시(ODA),"10,125,000천원",몽골(ODA),"22,519,000천원",라오스(ODA),"25,256,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),기타,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,249882000,40.0,C급_정책참고
,중동 CIS지역 국가원조,계속사업,N,N,N,Y,N,N,N,한국국제협력단,,"289,145,000천원",글로벌 프로그램,우즈베키스탄(ODA),"20,258,000천원",중동CIS지역 일반협력 국가그룹(ODA),"53,749,000천원",키르기스스탄(ODA),"11,636,000천원",타지키스탄(ODA),"2,500,000천원",우크라이나(ODA),"5,025,000천원",글로벌 프로그램,"289,145,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),기타,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,289145000,40.0,C급_정책참고
,지역사회 활성화 공간 마련 등,계속사업,N,Y,N,N,N,N,Y,지자체,17억원,"2,295,247,000천원",지역사회 활성화 기반조성,지역사회 활성화 기반조성,"1,700,000천원",지역자율계정 세 출 합 계,"281,643,000천원",000 -,74천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,지자체보조,지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2295247000,40.0,C급_정책참고
,산지 쌀유통기능 활성화 및 브랜드 지원,계속사업,Y,Y,Y,N,N,N,Y,"지자체, 민간",419억원,"148,509,000천원",전략작물산업화,전략작물산업화,"56,361,000천원",스마트농업육성,"123,287,000천원",고품질쌀유통활성화,"18,725,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,148509000,40.0,C급_정책참고
,교통취약 농촌 지역에 마을버스택시 등을 활용한 농촌형 교통서 비스 제공 등,계속사업,N,Y,N,N,N,N,Y,지자체,290억원,"624,133,000천원",농촌형교통모델(자율),농촌형교통모델(자율),"28,991,000천원",일반농산어촌개,"624,133,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,624133000,40.0,C급_정책참고
,전통발효식품 육성 등 식품산업 육성,계속사업,Y,Y,Y,N,N,N,Y,지자체,476억원,"971,472,000천원",유기농산업복합서비스지원단지조성(자율),유기농산업복합서비스지원단지조성(자율),"1,150,000천원",그린바이오산업인프라구축(자율),"21,509,000천원",전통발효식품육성(자율),"10,775,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,971472000,40.0,C급_정책참고
,노후선박을 친환경 선박으로 대체 지원,2018년-2027년,N,N,Y,N,N,N,N,민간,,"57,661,000천원",기타이자수입및재,글로벌 저탄소선박 정책 대응 지원,"39,000,000천원",연안선사 유류비,"18,661,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,민간보조,민간,대규모(1000억원 이상),지원/보조,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,57661000,40.0,C급_정책참고
,지역특성에 적합한 기술보급으로 농업 소득 증대 및 농촌 활력화 촉진,계속사업,N,Y,N,N,N,N,Y,지자체,607.32억원,"69,463,000천원",농업인력양성및,농업인력양성및,"3,603,000천원",지역자율),"60,732,000천원",2400 전문인력양성,"3,603,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),교육/인재양성,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,69463000,40.0,C급_정책참고
,산림생명자원의 안정적인 공급 기반 구축,계속사업,N,Y,N,N,N,N,Y,지자체,56억원,"99,567,000천원",산림생명산업(자율),산림생명산업(자율),"5,600,000천원",000 -,"269,943,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,99567000,40.0,C급_정책참고
